sample_id,sample_date,chemical,chem_conc
Q2,1994-04-26,mg,3.22
Q2,1994-04-26,ca,6.98
Q2,1994-04-26,nh4_n,NA
Q2,1994-04-26,no3_n,14
Q2,1994-05-03,k,1.06
Q2,1994-05-03,mg,3.16
Q2,1994-05-03,ca,7.14
Q2,1994-05-03,nh4_n,NA
Q2,1994-05-03,no3_n,11
Q2,1994-05-10,k,1.4
Q2,1994-05-10,mg,2.67
Q2,1994-05-10,ca,5.81
Q2,1994-05-10,nh4_n,NA
Q2,1994-05-10,no3_n,18
Q2,1994-05-17,k,1.27
Q2,1994-05-17,mg,2.67
Q2,1994-05-17,ca,5.88
Q2,1994-05-17,nh4_n,NA
Q2,1994-05-17,no3_n,16
Q2,1994-05-24,k,1.27
Q2,1994-05-24,mg,3.07
Q2,1994-05-24,ca,6.77
Q2,1994-05-24,nh4_n,NA
Q2,1994-05-24,no3_n,18
Q2,1994-05-31,k,1.8
Q2,1994-05-31,mg,4.43
Q2,1994-05-31,ca,8.93
Q2,1994-05-31,nh4_n,NA
Q2,1994-05-31,no3_n,25
Q2,1994-06-07,k,1.51
Q2,1994-06-07,mg,3.43
Q2,1994-06-07,ca,7.46
Q2,1994-06-07,nh4_n,NA
Q2,1994-06-07,no3_n,17
Q2,1994-06-14,k,NA
Q2,1994-06-14,mg,NA
Q2,1994-06-14,ca,NA
Q2,1994-06-14,nh4_n,NA
Q2,1994-06-14,no3_n,NA
Q2,1994-06-21,k,1.62
Q2,1994-06-21,mg,3.28
Q2,1994-06-21,ca,6.7
Q2,1994-06-21,nh4_n,NA
Q2,1994-06-21,no3_n,59
Q2,1994-06-28,k,1.29
Q2,1994-06-28,mg,3.02
Q2,1994-06-28,ca,6.05
Q2,1994-06-28,nh4_n,NA
Q2,1994-06-28,no3_n,6
Q2,1994-06-30,k,1.39
Q2,1994-06-30,mg,2.33
Q2,1994-06-30,ca,4.94
Q2,1994-06-30,nh4_n,NA
Q2,1994-06-30,no3_n,38
Q2,1994-07-05,k,1.29
Q2,1994-07-05,mg,2.91
Q2,1994-07-05,ca,6.26
Q2,1994-07-05,nh4_n,NA
Q2,1994-07-05,no3_n,68
Q2,1994-07-12,k,NA
Q2,1994-07-12,mg,NA
Q2,1994-07-12,ca,NA
Q2,1994-07-12,nh4_n,NA
Q2,1994-07-12,no3_n,NA
Q2,1994-07-19,k,1.52
Q2,1994-07-19,mg,2.48
Q2,1994-07-19,ca,4.97
Q2,1994-07-19,nh4_n,NA
Q2,1994-07-19,no3_n,470
Q2,1994-07-26,k,NA
Q2,1994-07-26,mg,NA
Q2,1994-07-26,ca,NA
Q2,1994-07-26,nh4_n,NA
Q2,1994-07-26,no3_n,NA
Q3,1988-01-12,k,0.66
Q3,1988-01-12,mg,2.55
Q3,1988-01-12,ca,3.6
Q3,1988-01-12,nh4_n,9
Q3,1988-01-12,no3_n,181
Q3,1988-01-19,k,0.66
Q3,1988-01-19,mg,2.69
Q3,1988-01-19,ca,3.65
Q3,1988-01-19,nh4_n,17
Q3,1988-01-19,no3_n,157
Q3,1988-01-26,k,0.72
Q3,1988-01-26,mg,3.04
Q3,1988-01-26,ca,4.17
Q3,1988-01-26,nh4_n,31
Q3,1988-01-26,no3_n,157
Q3,1988-01-29,k,0.82
Q3,1988-01-29,mg,2.18
Q3,1988-01-29,ca,3.19
Q3,1988-01-29,nh4_n,47
Q3,1988-01-29,no3_n,209
Q3,1988-01-29,k,0.72
Q3,1988-01-29,mg,2.18
Q3,1988-01-29,ca,3.11
Q3,1988-01-29,nh4_n,41
Q3,1988-01-29,no3_n,183
Q3,1988-01-29,k,0.85
Q3,1988-01-29,mg,2.13
Q3,1988-01-29,ca,3.03
Q3,1988-01-29,nh4_n,24
Q3,1988-01-29,no3_n,167
Q3,1988-01-29,k,0.82
Q3,1988-01-29,mg,2.09
Q3,1988-01-29,ca,2.93
Q3,1988-01-29,nh4_n,34
Q3,1988-01-29,no3_n,141
Q3,1988-01-29,k,NA
Q3,1988-01-29,mg,NA
Q3,1988-01-29,ca,NA
Q3,1988-01-29,nh4_n,72
Q3,1988-01-29,no3_n,209
Q3,1988-01-29,k,NA
Q3,1988-01-29,mg,NA
Q3,1988-01-29,ca,NA
Q3,1988-01-29,nh4_n,75
Q3,1988-01-29,no3_n,NA
Q3,1988-01-29,k,0.78
Q3,1988-01-29,mg,2.24
Q3,1988-01-29,ca,3.2
Q3,1988-01-29,nh4_n,52
Q3,1988-01-29,no3_n,207
Q3,1988-02-02,k,0.76
Q3,1988-02-02,mg,1.96
Q3,1988-02-02,ca,2.93
Q3,1988-02-02,nh4_n,15
Q3,1988-02-02,no3_n,146
Q3,1988-02-02,k,0.71
Q3,1988-02-02,mg,2.2
Q3,1988-02-02,ca,3.11
Q3,1988-02-02,nh4_n,55
Q3,1988-02-02,no3_n,32
Q3,1988-02-03,k,NA
Q3,1988-02-03,mg,NA
Q3,1988-02-03,ca,NA
Q3,1988-02-03,nh4_n,NA
Q3,1988-02-03,no3_n,NA
Q3,1988-02-04,k,NA
Q3,1988-02-04,mg,NA
Q3,1988-02-04,ca,NA
Q3,1988-02-04,nh4_n,NA
Q3,1988-02-04,no3_n,NA
Q3,1988-02-09,k,0.71
Q3,1988-02-09,mg,3.71
Q3,1988-02-09,ca,2.71
Q3,1988-02-09,nh4_n,26
Q3,1988-02-09,no3_n,170
Q3,1988-02-10,k,NA
Q3,1988-02-10,mg,NA
Q3,1988-02-10,ca,NA
Q3,1988-02-10,nh4_n,NA
Q3,1988-02-10,no3_n,NA
Q3,1988-02-16,k,0.68
Q3,1988-02-16,mg,2.65
Q3,1988-02-16,ca,3.84
Q3,1988-02-16,nh4_n,16
Q3,1988-02-16,no3_n,146
Q3,1988-02-23,k,0.68
Q3,1988-02-23,mg,3.01
Q3,1988-02-23,ca,3.85
Q3,1988-02-23,nh4_n,23
Q3,1988-02-23,no3_n,204
Q3,1988-03-01,k,0.67
Q3,1988-03-01,mg,3.02
Q3,1988-03-01,ca,3.91
Q3,1988-03-01,nh4_n,15
Q3,1988-03-01,no3_n,196
Q3,1988-03-08,k,0.56
Q3,1988-03-08,mg,3
Q3,1988-03-08,ca,3.11
Q3,1988-03-08,nh4_n,32
Q3,1988-03-08,no3_n,196
Q3,1988-03-15,k,0.11
Q3,1988-03-15,mg,1.65
Q3,1988-03-15,ca,3.73
Q3,1988-03-15,nh4_n,13
Q3,1988-03-15,no3_n,215
Q3,1988-03-23,k,0.62
Q3,1988-03-23,mg,2.99
Q3,1988-03-23,ca,3.81
Q3,1988-03-23,nh4_n,25
Q3,1988-03-23,no3_n,219
Q3,1988-03-29,k,0.59
Q3,1988-03-29,mg,1.78
Q3,1988-03-29,ca,2.49
Q3,1988-03-29,nh4_n,31
Q3,1988-03-29,no3_n,200
Q3,1988-04-05,k,0.63
Q3,1988-04-05,mg,2.93
Q3,1988-04-05,ca,3.71
Q3,1988-04-05,nh4_n,21
Q3,1988-04-05,no3_n,207
Q3,1988-04-12,k,0.61
Q3,1988-04-12,mg,2.83
Q3,1988-04-12,ca,3.71
Q3,1988-04-12,nh4_n,19
Q3,1988-04-12,no3_n,210
Q3,1988-04-19,k,0.6
Q3,1988-04-19,mg,2.45
Q3,1988-04-19,ca,3.16
Q3,1988-04-19,nh4_n,17
Q3,1988-04-19,no3_n,191
Q3,1988-04-26,k,0.64
Q3,1988-04-26,mg,2.96
Q3,1988-04-26,ca,3.8
Q3,1988-04-26,nh4_n,27
Q3,1988-04-26,no3_n,208
Q3,1988-05-03,k,0.64
Q3,1988-05-03,mg,2.94
Q3,1988-05-03,ca,3.77
Q3,1988-05-03,nh4_n,52
Q3,1988-05-03,no3_n,201
Q3,1988-05-10,k,0.66
Q3,1988-05-10,mg,3.07
Q3,1988-05-10,ca,3.84
Q3,1988-05-10,nh4_n,64
Q3,1988-05-10,no3_n,224
Q3,1988-05-10,k,0.83
Q3,1988-05-10,mg,1.69
Q3,1988-05-10,ca,2.41
Q3,1988-05-10,nh4_n,16
Q3,1988-05-10,no3_n,186
Q3,1988-05-10,k,NA
Q3,1988-05-10,mg,NA
Q3,1988-05-10,ca,NA
Q3,1988-05-10,nh4_n,NA
Q3,1988-05-10,no3_n,NA
Q3,1988-05-10,k,NA
Q3,1988-05-10,mg,NA
Q3,1988-05-10,ca,NA
Q3,1988-05-10,nh4_n,NA
Q3,1988-05-10,no3_n,NA
Q3,1988-05-10,k,NA
Q3,1988-05-10,mg,NA
Q3,1988-05-10,ca,NA
Q3,1988-05-10,nh4_n,NA
Q3,1988-05-10,no3_n,NA
Q3,1988-05-17,k,0.58
Q3,1988-05-17,mg,1.23
Q3,1988-05-17,ca,1.04
Q3,1988-05-17,nh4_n,27
Q3,1988-05-17,no3_n,176
Q3,1988-05-24,k,0.61
Q3,1988-05-24,mg,1.33
Q3,1988-05-24,ca,1.15
Q3,1988-05-24,nh4_n,74
Q3,1988-05-24,no3_n,206
Q3,1988-05-31,k,0.67
Q3,1988-05-31,mg,2.41
Q3,1988-05-31,ca,2.7
Q3,1988-05-31,nh4_n,88
Q3,1988-05-31,no3_n,178
Q3,1988-06-07,k,0.74
Q3,1988-06-07,mg,2.98
Q3,1988-06-07,ca,3.23
Q3,1988-06-07,nh4_n,78
Q3,1988-06-07,no3_n,206
Q3,1988-06-14,k,0.7
Q3,1988-06-14,mg,2.99
Q3,1988-06-14,ca,3.24
Q3,1988-06-14,nh4_n,70
Q3,1988-06-14,no3_n,NA
Q3,1988-06-21,k,0.69
Q3,1988-06-21,mg,2.16
Q3,1988-06-21,ca,2.56
Q3,1988-06-21,nh4_n,NA
Q3,1988-06-21,no3_n,NA
Q3,1988-06-28,k,0.7
Q3,1988-06-28,mg,2.74
Q3,1988-06-28,ca,2.98
Q3,1988-06-28,nh4_n,NA
Q3,1988-06-28,no3_n,NA
Q3,1988-07-05,k,0.7
Q3,1988-07-05,mg,2.79
Q3,1988-07-05,ca,2.98
Q3,1988-07-05,nh4_n,NA
Q3,1988-07-05,no3_n,NA
Q3,1988-07-12,k,0.67
Q3,1988-07-12,mg,2.77
Q3,1988-07-12,ca,2.95
Q3,1988-07-12,nh4_n,NA
Q3,1988-07-12,no3_n,NA
Q3,1988-07-19,k,0.55
Q3,1988-07-19,mg,2.13
Q3,1988-07-19,ca,2.72
Q3,1988-07-19,nh4_n,18
Q3,1988-07-19,no3_n,NA
Q3,1988-07-22,k,0.67
Q3,1988-07-22,mg,2.36
Q3,1988-07-22,ca,2.76
Q3,1988-07-22,nh4_n,NA
Q3,1988-07-22,no3_n,NA
Q3,1988-07-26,k,0.63
Q3,1988-07-26,mg,2.01
Q3,1988-07-26,ca,2.45
Q3,1988-07-26,nh4_n,NA
Q3,1988-07-26,no3_n,NA
Q3,1988-07-26,k,NA
Q3,1988-07-26,mg,NA
Q3,1988-07-26,ca,NA
Q3,1988-07-26,nh4_n,NA
Q3,1988-07-26,no3_n,NA
Q3,1988-08-02,k,0.74
Q3,1988-08-02,mg,2.93
Q3,1988-08-02,ca,3.19
Q3,1988-08-02,nh4_n,19
Q3,1988-08-02,no3_n,NA
Q3,1988-08-09,k,0.72
Q3,1988-08-09,mg,2.96
Q3,1988-08-09,ca,3.13
Q3,1988-08-09,nh4_n,5
Q3,1988-08-09,no3_n,NA
Q3,1988-08-16,k,0.69
Q3,1988-08-16,mg,2.89
Q3,1988-08-16,ca,3.15
Q3,1988-08-16,nh4_n,77
Q3,1988-08-16,no3_n,NA
Q3,1988-08-23,k,0.66
Q3,1988-08-23,mg,2.63
Q3,1988-08-23,ca,3.31
Q3,1988-08-23,nh4_n,NA
Q3,1988-08-23,no3_n,NA
Q3,1988-08-24,k,NA
Q3,1988-08-24,mg,NA
Q3,1988-08-24,ca,NA
Q3,1988-08-24,nh4_n,NA
Q3,1988-08-24,no3_n,NA
Q3,1988-08-24,k,0.64
Q3,1988-08-24,mg,1.51
Q3,1988-08-24,ca,2.09
Q3,1988-08-24,nh4_n,24
Q3,1988-08-24,no3_n,NA
Q3,1988-08-24,k,0.58
Q3,1988-08-24,mg,1.42
Q3,1988-08-24,ca,1.99
Q3,1988-08-24,nh4_n,NA
Q3,1988-08-24,no3_n,NA
Q3,1988-08-24,k,0.45
Q3,1988-08-24,mg,0.67
Q3,1988-08-24,ca,0.91
Q3,1988-08-24,nh4_n,NA
Q3,1988-08-24,no3_n,85
Q3,1988-08-24,k,0.58
Q3,1988-08-24,mg,2
Q3,1988-08-24,ca,2.48
Q3,1988-08-24,nh4_n,NA
Q3,1988-08-24,no3_n,NA
Q3,1988-08-30,k,0.57
Q3,1988-08-30,mg,2.49
Q3,1988-08-30,ca,3.13
Q3,1988-08-30,nh4_n,NA
Q3,1988-08-30,no3_n,151
Q3,1988-09-06,k,0.71
Q3,1988-09-06,mg,2.86
Q3,1988-09-06,ca,3.69
Q3,1988-09-06,nh4_n,NA
Q3,1988-09-06,no3_n,168
Q3,1988-09-13,k,0.52
Q3,1988-09-13,mg,2.03
Q3,1988-09-13,ca,2.77
Q3,1988-09-13,nh4_n,8
Q3,1988-09-13,no3_n,138
Q3,1988-09-20,k,0.59
Q3,1988-09-20,mg,2.49
Q3,1988-09-20,ca,3.59
Q3,1988-09-20,nh4_n,NA
Q3,1988-09-20,no3_n,130
Q3,1988-09-27,k,0.64
Q3,1988-09-27,mg,2.82
Q3,1988-09-27,ca,3.25
Q3,1988-09-27,nh4_n,NA
Q3,1988-09-27,no3_n,127
Q3,1988-10-04,k,0.55
Q3,1988-10-04,mg,1.98
Q3,1988-10-04,ca,2.69
Q3,1988-10-04,nh4_n,64
Q3,1988-10-04,no3_n,NA
Q3,1988-10-11,k,0.6
Q3,1988-10-11,mg,2.71
Q3,1988-10-11,ca,3.17
Q3,1988-10-11,nh4_n,38
Q3,1988-10-11,no3_n,187
Q3,1988-10-18,k,NA
Q3,1988-10-18,mg,NA
Q3,1988-10-18,ca,NA
Q3,1988-10-18,nh4_n,57
Q3,1988-10-18,no3_n,205
Q3,1988-10-25,k,0.69
Q3,1988-10-25,mg,2.44
Q3,1988-10-25,ca,3.49
Q3,1988-10-25,nh4_n,NA
Q3,1988-10-25,no3_n,163
Q3,1988-11-01,k,0.74
Q3,1988-11-01,mg,2.68
Q3,1988-11-01,ca,3.75
Q3,1988-11-01,nh4_n,NA
Q3,1988-11-01,no3_n,202
Q3,1988-11-07,k,0.69
Q3,1988-11-07,mg,2.76
Q3,1988-11-07,ca,3.94
Q3,1988-11-07,nh4_n,NA
Q3,1988-11-07,no3_n,194
Q3,1988-11-15,k,0.71
Q3,1988-11-15,mg,2.64
Q3,1988-11-15,ca,3.63
Q3,1988-11-15,nh4_n,NA
Q3,1988-11-15,no3_n,162
Q3,1988-11-22,k,0.7
Q3,1988-11-22,mg,2.27
Q3,1988-11-22,ca,NA
Q3,1988-11-22,nh4_n,NA
Q3,1988-11-22,no3_n,170
Q3,1988-11-29,k,0.69
Q3,1988-11-29,mg,2.78
Q3,1988-11-29,ca,3.81
Q3,1988-11-29,nh4_n,NA
Q3,1988-11-29,no3_n,179
Q3,1988-12-06,k,0.67
Q3,1988-12-06,mg,2.78
Q3,1988-12-06,ca,3.88
Q3,1988-12-06,nh4_n,NA
Q3,1988-12-06,no3_n,198
Q3,1988-12-13,k,0.77
Q3,1988-12-13,mg,2.91
Q3,1988-12-13,ca,4.02
Q3,1988-12-13,nh4_n,NA
Q3,1988-12-13,no3_n,183
Q3,1988-12-20,k,0.77
Q3,1988-12-20,mg,2.79
Q3,1988-12-20,ca,3.98
Q3,1988-12-20,nh4_n,NA
Q3,1988-12-20,no3_n,205
Q3,1988-12-27,k,0.77
Q3,1988-12-27,mg,2.66
Q3,1988-12-27,ca,3.75
Q3,1988-12-27,nh4_n,NA
Q3,1988-12-27,no3_n,184
Q3,1989-01-03,k,0.75
Q3,1989-01-03,mg,2.87
Q3,1989-01-03,ca,4
Q3,1989-01-03,nh4_n,NA
Q3,1989-01-03,no3_n,165
Q3,1989-01-10,k,0.8
Q3,1989-01-10,mg,2.24
Q3,1989-01-10,ca,3.45
Q3,1989-01-10,nh4_n,NA
Q3,1989-01-10,no3_n,276
Q3,1989-01-17,k,0.78
Q3,1989-01-17,mg,2.72
Q3,1989-01-17,ca,3.83
Q3,1989-01-17,nh4_n,NA
Q3,1989-01-17,no3_n,10
Q3,1989-01-24,k,0.85
Q3,1989-01-24,mg,2.86
Q3,1989-01-24,ca,4.04
Q3,1989-01-24,nh4_n,NA
Q3,1989-01-24,no3_n,196
Q3,1989-01-31,k,0.82
Q3,1989-01-31,mg,2.89
Q3,1989-01-31,ca,3.94
Q3,1989-01-31,nh4_n,NA
Q3,1989-01-31,no3_n,219
Q3,1989-02-07,k,0.85
Q3,1989-02-07,mg,2.82
Q3,1989-02-07,ca,3.99
Q3,1989-02-07,nh4_n,NA
Q3,1989-02-07,no3_n,218
Q3,1989-02-14,k,0.74
Q3,1989-02-14,mg,3
Q3,1989-02-14,ca,3.85
Q3,1989-02-14,nh4_n,NA
Q3,1989-02-14,no3_n,227
Q3,1989-02-21,k,0.72
Q3,1989-02-21,mg,2.75
Q3,1989-02-21,ca,3.67
Q3,1989-02-21,nh4_n,NA
Q3,1989-02-21,no3_n,161
Q3,1989-02-28,k,0.72
Q3,1989-02-28,mg,2.64
Q3,1989-02-28,ca,3.44
Q3,1989-02-28,nh4_n,NA
Q3,1989-02-28,no3_n,146
Q3,1989-03-07,k,0.72
Q3,1989-03-07,mg,2.94
Q3,1989-03-07,ca,3.9
Q3,1989-03-07,nh4_n,NA
Q3,1989-03-07,no3_n,180
Q3,1989-03-09,k,NA
Q3,1989-03-09,mg,NA
Q3,1989-03-09,ca,NA
Q3,1989-03-09,nh4_n,NA
Q3,1989-03-09,no3_n,NA
Q3,1989-03-14,k,0.72
Q3,1989-03-14,mg,2.61
Q3,1989-03-14,ca,3.55
Q3,1989-03-14,nh4_n,NA
Q3,1989-03-14,no3_n,116
Q3,1989-03-21,k,0.7
Q3,1989-03-21,mg,2.84
Q3,1989-03-21,ca,3.41
Q3,1989-03-21,nh4_n,NA
Q3,1989-03-21,no3_n,173
Q3,1989-03-28,k,0.66
Q3,1989-03-28,mg,2.84
Q3,1989-03-28,ca,3.42
Q3,1989-03-28,nh4_n,NA
Q3,1989-03-28,no3_n,182
Q3,1989-04-04,k,0.69
Q3,1989-04-04,mg,2.69
Q3,1989-04-04,ca,3.77
Q3,1989-04-04,nh4_n,NA
Q3,1989-04-04,no3_n,173
Q3,1989-04-11,k,0.69
Q3,1989-04-11,mg,2.4
Q3,1989-04-11,ca,3.62
Q3,1989-04-11,nh4_n,NA
Q3,1989-04-11,no3_n,146
Q3,1989-04-18,k,0.67
Q3,1989-04-18,mg,2.74
Q3,1989-04-18,ca,4.24
Q3,1989-04-18,nh4_n,NA
Q3,1989-04-18,no3_n,147
Q3,1989-04-25,k,0.78
Q3,1989-04-25,mg,2.83
Q3,1989-04-25,ca,4.31
Q3,1989-04-25,nh4_n,NA
Q3,1989-04-25,no3_n,186
Q3,1989-05-02,k,0.78
Q3,1989-05-02,mg,2.95
Q3,1989-05-02,ca,4.46
Q3,1989-05-02,nh4_n,NA
Q3,1989-05-02,no3_n,171
Q3,1989-05-09,k,0.8
Q3,1989-05-09,mg,2.42
Q3,1989-05-09,ca,3.76
Q3,1989-05-09,nh4_n,NA
Q3,1989-05-09,no3_n,143
Q3,1989-05-16,k,0.84
Q3,1989-05-16,mg,2.91
Q3,1989-05-16,ca,4.14
Q3,1989-05-16,nh4_n,NA
Q3,1989-05-16,no3_n,161
Q3,1989-05-23,k,0.7
Q3,1989-05-23,mg,3.04
Q3,1989-05-23,ca,4.27
Q3,1989-05-23,nh4_n,NA
Q3,1989-05-23,no3_n,190
Q3,1989-05-30,k,0.79
Q3,1989-05-30,mg,2.96
Q3,1989-05-30,ca,4.09
Q3,1989-05-30,nh4_n,NA
Q3,1989-05-30,no3_n,163
Q3,1989-06-06,k,0.77
Q3,1989-06-06,mg,3.07
Q3,1989-06-06,ca,4.02
Q3,1989-06-06,nh4_n,NA
Q3,1989-06-06,no3_n,132
Q3,1989-06-13,k,0.62
Q3,1989-06-13,mg,2.95
Q3,1989-06-13,ca,4.41
Q3,1989-06-13,nh4_n,NA
Q3,1989-06-13,no3_n,144
Q3,1989-06-20,k,0.71
Q3,1989-06-20,mg,2.97
Q3,1989-06-20,ca,4.12
Q3,1989-06-20,nh4_n,NA
Q3,1989-06-20,no3_n,17
Q3,1989-06-27,k,0.71
Q3,1989-06-27,mg,3.29
Q3,1989-06-27,ca,3.73
Q3,1989-06-27,nh4_n,NA
Q3,1989-06-27,no3_n,32
Q3,1989-07-05,k,0.75
Q3,1989-07-05,mg,1.59
Q3,1989-07-05,ca,1.31
Q3,1989-07-05,nh4_n,NA
Q3,1989-07-05,no3_n,10
Q3,1989-07-11,k,0.86
Q3,1989-07-11,mg,2.83
Q3,1989-07-11,ca,3.89
Q3,1989-07-11,nh4_n,NA
Q3,1989-07-11,no3_n,132
Q3,1989-07-18,k,0.85
Q3,1989-07-18,mg,2.56
Q3,1989-07-18,ca,3.94
Q3,1989-07-18,nh4_n,NA
Q3,1989-07-18,no3_n,10
Q3,1989-07-26,k,0.81
Q3,1989-07-26,mg,2.73
Q3,1989-07-26,ca,3.8
Q3,1989-07-26,nh4_n,NA
Q3,1989-07-26,no3_n,41
Q3,1989-08-01,k,0.84
Q3,1989-08-01,mg,2.74
Q3,1989-08-01,ca,3.74
Q3,1989-08-01,nh4_n,NA
Q3,1989-08-01,no3_n,159
Q3,1989-08-08,k,0.95
Q3,1989-08-08,mg,3.26
Q3,1989-08-08,ca,4.2
Q3,1989-08-08,nh4_n,NA
Q3,1989-08-08,no3_n,268
Q3,1989-08-15,k,0.82
Q3,1989-08-15,mg,3.06
Q3,1989-08-15,ca,3.92
Q3,1989-08-15,nh4_n,NA
Q3,1989-08-15,no3_n,207
Q3,1989-08-22,k,0.65
Q3,1989-08-22,mg,1.58
Q3,1989-08-22,ca,2.31
Q3,1989-08-22,nh4_n,NA
Q3,1989-08-22,no3_n,142
Q3,1989-08-29,k,NA
Q3,1989-08-29,mg,0.1
Q3,1989-08-29,ca,3.38
Q3,1989-08-29,nh4_n,NA
Q3,1989-08-29,no3_n,233
Q3,1989-09-05,k,0.75
Q3,1989-09-05,mg,2.89
Q3,1989-09-05,ca,4.07
Q3,1989-09-05,nh4_n,NA
Q3,1989-09-05,no3_n,103
Q3,1989-09-12,k,0.78
Q3,1989-09-12,mg,2.92
Q3,1989-09-12,ca,3.79
Q3,1989-09-12,nh4_n,NA
Q3,1989-09-12,no3_n,94
Q3,1989-09-20,k,NA
Q3,1989-09-20,mg,NA
Q3,1989-09-20,ca,NA
Q3,1989-09-20,nh4_n,NA
Q3,1989-09-20,no3_n,NA
Q3,1989-09-22,k,0.89
Q3,1989-09-22,mg,2.63
Q3,1989-09-22,ca,3.34
Q3,1989-09-22,nh4_n,NA
Q3,1989-09-22,no3_n,NA
Q3,1989-09-26,k,1.15
Q3,1989-09-26,mg,2.86
Q3,1989-09-26,ca,3.72
Q3,1989-09-26,nh4_n,NA
Q3,1989-09-26,no3_n,NA
Q3,1989-09-26,k,1.14
Q3,1989-09-26,mg,2.54
Q3,1989-09-26,ca,1.5
Q3,1989-09-26,nh4_n,NA
Q3,1989-09-26,no3_n,NA
Q3,1989-10-03,k,1.02
Q3,1989-10-03,mg,3.04
Q3,1989-10-03,ca,3.89
Q3,1989-10-03,nh4_n,NA
Q3,1989-10-03,no3_n,52
Q3,1989-10-05,k,1
Q3,1989-10-05,mg,NA
Q3,1989-10-05,ca,NA
Q3,1989-10-05,nh4_n,NA
Q3,1989-10-05,no3_n,NA
Q3,1989-10-10,k,0.93
Q3,1989-10-10,mg,3.03
Q3,1989-10-10,ca,3.95
Q3,1989-10-10,nh4_n,NA
Q3,1989-10-10,no3_n,NA
Q3,1989-10-17,k,1.32
Q3,1989-10-17,mg,3.38
Q3,1989-10-17,ca,4.34
Q3,1989-10-17,nh4_n,NA
Q3,1989-10-17,no3_n,173
Q3,1989-10-24,k,1.33
Q3,1989-10-24,mg,3.37
Q3,1989-10-24,ca,4.4
Q3,1989-10-24,nh4_n,NA
Q3,1989-10-24,no3_n,404
Q3,1989-10-31,k,1.48
Q3,1989-10-31,mg,4.17
Q3,1989-10-31,ca,4.61
Q3,1989-10-31,nh4_n,NA
Q3,1989-10-31,no3_n,582
Q3,1989-11-07,k,1.81
Q3,1989-11-07,mg,3.71
Q3,1989-11-07,ca,4.33
Q3,1989-11-07,nh4_n,NA
Q3,1989-11-07,no3_n,657
Q3,1989-11-08,k,3.44
Q3,1989-11-08,mg,3.67
Q3,1989-11-08,ca,3.33
Q3,1989-11-08,nh4_n,NA
Q3,1989-11-08,no3_n,905
Q3,1989-11-14,k,1.58
Q3,1989-11-14,mg,3.47
Q3,1989-11-14,ca,1.74
Q3,1989-11-14,nh4_n,NA
Q3,1989-11-14,no3_n,444
Q3,1989-11-21,k,1.45
Q3,1989-11-21,mg,3.34
Q3,1989-11-21,ca,3.97
Q3,1989-11-21,nh4_n,NA
Q3,1989-11-21,no3_n,340
Q3,1989-11-28,k,1.15
Q3,1989-11-28,mg,3.47
Q3,1989-11-28,ca,4.89
Q3,1989-11-28,nh4_n,NA
Q3,1989-11-28,no3_n,328
Q3,1989-12-05,k,1
Q3,1989-12-05,mg,3.41
Q3,1989-12-05,ca,5.01
Q3,1989-12-05,nh4_n,NA
Q3,1989-12-05,no3_n,315
Q3,1989-12-12,k,1.01
Q3,1989-12-12,mg,3.57
Q3,1989-12-12,ca,5.15
Q3,1989-12-12,nh4_n,NA
Q3,1989-12-12,no3_n,10
Q3,1989-12-19,k,0.99
Q3,1989-12-19,mg,3.55
Q3,1989-12-19,ca,5.27
Q3,1989-12-19,nh4_n,NA
Q3,1989-12-19,no3_n,303
Q3,1989-12-26,k,0.98
Q3,1989-12-26,mg,3.5
Q3,1989-12-26,ca,5.24
Q3,1989-12-26,nh4_n,NA
Q3,1989-12-26,no3_n,361
Q3,1990-01-02,k,2.46
Q3,1990-01-02,mg,3.8
Q3,1990-01-02,ca,5.11
Q3,1990-01-02,nh4_n,NA
Q3,1990-01-02,no3_n,NA
Q3,1990-01-09,k,1.2
Q3,1990-01-09,mg,3.61
Q3,1990-01-09,ca,5.2
Q3,1990-01-09,nh4_n,NA
Q3,1990-01-09,no3_n,304
Q3,1990-01-16,k,1.31
Q3,1990-01-16,mg,3.64
Q3,1990-01-16,ca,5.33
Q3,1990-01-16,nh4_n,NA
Q3,1990-01-16,no3_n,36
Q3,1990-01-23,k,1.32
Q3,1990-01-23,mg,3.55
Q3,1990-01-23,ca,5.09
Q3,1990-01-23,nh4_n,NA
Q3,1990-01-23,no3_n,92
Q3,1990-01-30,k,1.34
Q3,1990-01-30,mg,3.57
Q3,1990-01-30,ca,5.27
Q3,1990-01-30,nh4_n,NA
Q3,1990-01-30,no3_n,34
Q3,1990-02-06,k,1.19
Q3,1990-02-06,mg,3.42
Q3,1990-02-06,ca,5.16
Q3,1990-02-06,nh4_n,NA
Q3,1990-02-06,no3_n,395
Q3,1990-02-13,k,1.44
Q3,1990-02-13,mg,3.72
Q3,1990-02-13,ca,5.13
Q3,1990-02-13,nh4_n,NA
Q3,1990-02-13,no3_n,530
Q3,1990-02-20,k,1.5
Q3,1990-02-20,mg,3.58
Q3,1990-02-20,ca,5.02
Q3,1990-02-20,nh4_n,NA
Q3,1990-02-20,no3_n,395
Q3,1990-02-27,k,1.36
Q3,1990-02-27,mg,3.6
Q3,1990-02-27,ca,5.04
Q3,1990-02-27,nh4_n,NA
Q3,1990-02-27,no3_n,313
Q3,1990-03-06,k,1.26
Q3,1990-03-06,mg,3.7
