sample_id,sample_date,chemical,chem_conc
Q1,1992-12-22,ca,NA
Q1,1992-12-22,nh4_n,NA
Q1,1992-12-22,no3_n,NA
Q1,1992-12-22,k,NA
Q1,1992-12-22,mg,NA
Q1,1992-12-22,ca,NA
Q1,1992-12-22,nh4_n,NA
Q1,1992-12-22,no3_n,NA
Q1,1992-12-22,k,1.25
Q1,1992-12-22,mg,2.75
Q1,1992-12-22,ca,4.63
Q1,1992-12-22,nh4_n,NA
Q1,1992-12-22,no3_n,NA
Q1,1992-12-29,k,1.05
Q1,1992-12-29,mg,2.81
Q1,1992-12-29,ca,4.66
Q1,1992-12-29,nh4_n,NA
Q1,1992-12-29,no3_n,NA
Q1,1993-01-05,k,1.44
Q1,1993-01-05,mg,4.25
Q1,1993-01-05,ca,7.11
Q1,1993-01-05,nh4_n,NA
Q1,1993-01-05,no3_n,NA
Q1,1993-01-12,k,1.14
Q1,1993-01-12,mg,2.98
Q1,1993-01-12,ca,5.17
Q1,1993-01-12,nh4_n,NA
Q1,1993-01-12,no3_n,NA
Q1,1993-01-19,k,1.14
Q1,1993-01-19,mg,2.9
Q1,1993-01-19,ca,4.28
Q1,1993-01-19,nh4_n,NA
Q1,1993-01-19,no3_n,NA
Q1,1993-01-26,k,1.18
Q1,1993-01-26,mg,2.73
Q1,1993-01-26,ca,4.01
Q1,1993-01-26,nh4_n,NA
Q1,1993-01-26,no3_n,NA
Q1,1993-02-02,k,1.07
Q1,1993-02-02,mg,3.19
Q1,1993-02-02,ca,4.67
Q1,1993-02-02,nh4_n,NA
Q1,1993-02-02,no3_n,NA
Q1,1993-02-09,k,1
Q1,1993-02-09,mg,3.15
Q1,1993-02-09,ca,4.78
Q1,1993-02-09,nh4_n,NA
Q1,1993-02-09,no3_n,NA
Q1,1993-02-16,k,1.09
Q1,1993-02-16,mg,3.15
Q1,1993-02-16,ca,4.84
Q1,1993-02-16,nh4_n,NA
Q1,1993-02-16,no3_n,NA
Q1,1993-02-23,k,0.91
Q1,1993-02-23,mg,3.11
Q1,1993-02-23,ca,4.77
Q1,1993-02-23,nh4_n,NA
Q1,1993-02-23,no3_n,NA
Q1,1993-03-02,k,1.24
Q1,1993-03-02,mg,3.17
Q1,1993-03-02,ca,5.15
Q1,1993-03-02,nh4_n,NA
Q1,1993-03-02,no3_n,20
Q1,1993-03-09,k,1.1
Q1,1993-03-09,mg,3.81
Q1,1993-03-09,ca,6.84
Q1,1993-03-09,nh4_n,NA
Q1,1993-03-09,no3_n,194
Q1,1993-03-16,k,1
Q1,1993-03-16,mg,3.14
Q1,1993-03-16,ca,4.64
Q1,1993-03-16,nh4_n,NA
Q1,1993-03-16,no3_n,63
Q1,1993-03-23,k,1.05
Q1,1993-03-23,mg,3.15
Q1,1993-03-23,ca,5.39
Q1,1993-03-23,nh4_n,NA
Q1,1993-03-23,no3_n,135
Q1,1993-03-30,k,1.46
Q1,1993-03-30,mg,4.72
Q1,1993-03-30,ca,8.59
Q1,1993-03-30,nh4_n,NA
Q1,1993-03-30,no3_n,177
Q1,1993-04-06,k,1.23
Q1,1993-04-06,mg,3.62
Q1,1993-04-06,ca,6.48
Q1,1993-04-06,nh4_n,NA
Q1,1993-04-06,no3_n,163
Q1,1993-04-13,k,1.28
Q1,1993-04-13,mg,4.18
Q1,1993-04-13,ca,7.18
Q1,1993-04-13,nh4_n,NA
Q1,1993-04-13,no3_n,172
Q1,1993-04-20,k,1.56
Q1,1993-04-20,mg,4.31
Q1,1993-04-20,ca,7.3
Q1,1993-04-20,nh4_n,NA
Q1,1993-04-20,no3_n,138
Q1,1993-04-27,k,0.84
Q1,1993-04-27,mg,3.49
Q1,1993-04-27,ca,1.16
Q1,1993-04-27,nh4_n,NA
Q1,1993-04-27,no3_n,183
Q1,1993-05-04,k,1.05
Q1,1993-05-04,mg,2.62
Q1,1993-05-04,ca,4.58
Q1,1993-05-04,nh4_n,NA
Q1,1993-05-04,no3_n,9
Q1,1993-05-11,k,1.08
Q1,1993-05-11,mg,2.68
Q1,1993-05-11,ca,4.01
Q1,1993-05-11,nh4_n,NA
Q1,1993-05-11,no3_n,12
Q1,1993-05-18,k,1.07
Q1,1993-05-18,mg,2.96
Q1,1993-05-18,ca,4.79
Q1,1993-05-18,nh4_n,NA
Q1,1993-05-18,no3_n,10
Q1,1993-05-25,k,1.64
Q1,1993-05-25,mg,3.99
Q1,1993-05-25,ca,6.99
Q1,1993-05-25,nh4_n,NA
Q1,1993-05-25,no3_n,6
Q1,1993-06-01,k,1.35
Q1,1993-06-01,mg,3.75
Q1,1993-06-01,ca,6.76
Q1,1993-06-01,nh4_n,NA
Q1,1993-06-01,no3_n,17
Q1,1993-06-08,k,1.11
Q1,1993-06-08,mg,3.3
Q1,1993-06-08,ca,5.97
Q1,1993-06-08,nh4_n,NA
Q1,1993-06-08,no3_n,75
Q1,1993-06-15,k,1
Q1,1993-06-15,mg,3.15
Q1,1993-06-15,ca,5.77
Q1,1993-06-15,nh4_n,NA
Q1,1993-06-15,no3_n,37
Q1,1993-06-22,k,1.12
Q1,1993-06-22,mg,2.59
Q1,1993-06-22,ca,4.54
Q1,1993-06-22,nh4_n,NA
Q1,1993-06-22,no3_n,26
Q1,1993-06-29,k,1.19
Q1,1993-06-29,mg,3.2
Q1,1993-06-29,ca,5.43
Q1,1993-06-29,nh4_n,NA
Q1,1993-06-29,no3_n,17
Q1,1993-07-06,k,0.86
Q1,1993-07-06,mg,3.38
Q1,1993-07-06,ca,6.24
Q1,1993-07-06,nh4_n,NA
Q1,1993-07-06,no3_n,55
Q1,1993-07-13,k,1.06
Q1,1993-07-13,mg,3.11
Q1,1993-07-13,ca,5.24
Q1,1993-07-13,nh4_n,NA
Q1,1993-07-13,no3_n,NA
Q1,1993-07-20,k,0.92
Q1,1993-07-20,mg,3.29
Q1,1993-07-20,ca,5.83
Q1,1993-07-20,nh4_n,NA
Q1,1993-07-20,no3_n,NA
Q1,1993-07-27,k,1.05
Q1,1993-07-27,mg,1.6
Q1,1993-07-27,ca,5.21
Q1,1993-07-27,nh4_n,NA
Q1,1993-07-27,no3_n,NA
Q1,1993-08-03,k,1.1
Q1,1993-08-03,mg,3.13
Q1,1993-08-03,ca,5.61
Q1,1993-08-03,nh4_n,NA
Q1,1993-08-03,no3_n,NA
Q1,1993-08-10,k,0.87
Q1,1993-08-10,mg,3.16
Q1,1993-08-10,ca,5.48
Q1,1993-08-10,nh4_n,NA
Q1,1993-08-10,no3_n,61
Q1,1993-08-17,k,1.17
Q1,1993-08-17,mg,3.22
Q1,1993-08-17,ca,5.77
Q1,1993-08-17,nh4_n,NA
Q1,1993-08-17,no3_n,6
Q1,1993-08-24,k,0.98
Q1,1993-08-24,mg,3.18
Q1,1993-08-24,ca,5.27
Q1,1993-08-24,nh4_n,NA
Q1,1993-08-24,no3_n,11
Q1,1993-08-31,k,1.05
Q1,1993-08-31,mg,2.91
Q1,1993-08-31,ca,5.26
Q1,1993-08-31,nh4_n,NA
Q1,1993-08-31,no3_n,21
Q1,1993-09-07,k,0.83
Q1,1993-09-07,mg,3.52
Q1,1993-09-07,ca,5.54
Q1,1993-09-07,nh4_n,NA
Q1,1993-09-07,no3_n,124
Q1,1993-09-14,k,1.49
Q1,1993-09-14,mg,4.66
Q1,1993-09-14,ca,8.01
Q1,1993-09-14,nh4_n,NA
Q1,1993-09-14,no3_n,9
Q1,1993-09-21,k,1.02
Q1,1993-09-21,mg,3.25
Q1,1993-09-21,ca,5.98
Q1,1993-09-21,nh4_n,NA
Q1,1993-09-21,no3_n,192
Q1,1993-09-28,k,1.01
Q1,1993-09-28,mg,2.56
Q1,1993-09-28,ca,4.24
Q1,1993-09-28,nh4_n,NA
Q1,1993-09-28,no3_n,9
Q1,1993-10-05,k,1.08
Q1,1993-10-05,mg,3.22
Q1,1993-10-05,ca,6.03
Q1,1993-10-05,nh4_n,NA
Q1,1993-10-05,no3_n,9
Q1,1993-10-13,k,1.21
Q1,1993-10-13,mg,3.01
Q1,1993-10-13,ca,5.24
Q1,1993-10-13,nh4_n,NA
Q1,1993-10-13,no3_n,7
Q1,1993-10-19,k,1.43
Q1,1993-10-19,mg,3.41
Q1,1993-10-19,ca,5.78
Q1,1993-10-19,nh4_n,NA
Q1,1993-10-19,no3_n,7
Q1,1993-10-26,k,1.05
Q1,1993-10-26,mg,3.35
Q1,1993-10-26,ca,5.73
Q1,1993-10-26,nh4_n,NA
Q1,1993-10-26,no3_n,8
Q1,1993-11-02,k,0.87
Q1,1993-11-02,mg,3.36
Q1,1993-11-02,ca,6.46
Q1,1993-11-02,nh4_n,NA
Q1,1993-11-02,no3_n,6
Q1,1993-11-09,k,0.93
Q1,1993-11-09,mg,3.12
Q1,1993-11-09,ca,5.82
Q1,1993-11-09,nh4_n,NA
Q1,1993-11-09,no3_n,8
Q1,1993-11-16,k,1.5
Q1,1993-11-16,mg,2.78
Q1,1993-11-16,ca,4.82
Q1,1993-11-16,nh4_n,NA
Q1,1993-11-16,no3_n,6
Q1,1993-11-23,k,1.48
Q1,1993-11-23,mg,4.46
Q1,1993-11-23,ca,7.79
Q1,1993-11-23,nh4_n,NA
Q1,1993-11-23,no3_n,22
Q1,1993-11-30,k,1.02
Q1,1993-11-30,mg,2.49
Q1,1993-11-30,ca,4.55
Q1,1993-11-30,nh4_n,NA
Q1,1993-11-30,no3_n,16
Q1,1993-12-07,k,0.84
Q1,1993-12-07,mg,3.21
Q1,1993-12-07,ca,5.69
Q1,1993-12-07,nh4_n,NA
Q1,1993-12-07,no3_n,25
Q1,1993-12-14,k,1.03
Q1,1993-12-14,mg,3.28
Q1,1993-12-14,ca,5.84
Q1,1993-12-14,nh4_n,NA
Q1,1993-12-14,no3_n,14
Q1,1993-12-21,k,1.3
Q1,1993-12-21,mg,3.9
Q1,1993-12-21,ca,6.76
Q1,1993-12-21,nh4_n,NA
Q1,1993-12-21,no3_n,50
Q1,1993-12-28,k,1.16
Q1,1993-12-28,mg,2.78
Q1,1993-12-28,ca,4.5
Q1,1993-12-28,nh4_n,NA
Q1,1993-12-28,no3_n,NA
Q1,1994-01-04,k,1.34
Q1,1994-01-04,mg,4.28
Q1,1994-01-04,ca,7.26
Q1,1994-01-04,nh4_n,NA
Q1,1994-01-04,no3_n,NA
Q1,1994-01-11,k,0.95
Q1,1994-01-11,mg,1.34
Q1,1994-01-11,ca,3.99
Q1,1994-01-11,nh4_n,NA
Q1,1994-01-11,no3_n,NA
Q1,1994-01-18,k,0.85
Q1,1994-01-18,mg,1.58
Q1,1994-01-18,ca,5.11
Q1,1994-01-18,nh4_n,NA
Q1,1994-01-18,no3_n,NA
Q1,1994-01-25,k,0.89
Q1,1994-01-25,mg,3.26
Q1,1994-01-25,ca,5.64
Q1,1994-01-25,nh4_n,NA
Q1,1994-01-25,no3_n,NA
Q1,1994-02-01,k,0.94
Q1,1994-02-01,mg,2.61
Q1,1994-02-01,ca,4.08
Q1,1994-02-01,nh4_n,NA
Q1,1994-02-01,no3_n,9
Q1,1994-02-08,k,1.09
Q1,1994-02-08,mg,3.15
Q1,1994-02-08,ca,5.49
Q1,1994-02-08,nh4_n,NA
Q1,1994-02-08,no3_n,17
Q1,1994-02-15,k,0.8
Q1,1994-02-15,mg,3.06
Q1,1994-02-15,ca,4.99
Q1,1994-02-15,nh4_n,NA
Q1,1994-02-15,no3_n,NA
Q1,1994-02-22,k,1.36
Q1,1994-02-22,mg,2.72
Q1,1994-02-22,ca,4.4
Q1,1994-02-22,nh4_n,NA
Q1,1994-02-22,no3_n,21
Q1,1994-03-01,k,1.21
Q1,1994-03-01,mg,3.36
Q1,1994-03-01,ca,5.64
Q1,1994-03-01,nh4_n,NA
Q1,1994-03-01,no3_n,NA
Q1,1994-03-08,k,0.95
Q1,1994-03-08,mg,3.38
Q1,1994-03-08,ca,6.08
Q1,1994-03-08,nh4_n,NA
Q1,1994-03-08,no3_n,NA
Q1,1994-03-15,k,0.96
Q1,1994-03-15,mg,3.44
Q1,1994-03-15,ca,6.29
Q1,1994-03-15,nh4_n,NA
Q1,1994-03-15,no3_n,7
Q1,1994-03-22,k,1.07
Q1,1994-03-22,mg,3.47
Q1,1994-03-22,ca,6.24
Q1,1994-03-22,nh4_n,NA
Q1,1994-03-22,no3_n,NA
Q1,1994-03-29,k,0.94
Q1,1994-03-29,mg,3.5
Q1,1994-03-29,ca,6.7
Q1,1994-03-29,nh4_n,NA
Q1,1994-03-29,no3_n,NA
Q1,1994-04-05,k,0.93
Q1,1994-04-05,mg,3.53
Q1,1994-04-05,ca,6.2
Q1,1994-04-05,nh4_n,NA
Q1,1994-04-05,no3_n,NA
Q1,1994-04-12,k,1.02
Q1,1994-04-12,mg,3.3
Q1,1994-04-12,ca,6
Q1,1994-04-12,nh4_n,NA
Q1,1994-04-12,no3_n,142
Q1,1994-04-19,k,1.15
Q1,1994-04-19,mg,3.39
Q1,1994-04-19,ca,6.17
Q1,1994-04-19,nh4_n,NA
Q1,1994-04-19,no3_n,177
Q1,1994-04-26,k,1.01
Q1,1994-04-26,mg,3.56
Q1,1994-04-26,ca,6.67
Q1,1994-04-26,nh4_n,NA
Q1,1994-04-26,no3_n,17
Q1,1994-05-03,k,0.89
Q1,1994-05-03,mg,3.48
Q1,1994-05-03,ca,6.46
Q1,1994-05-03,nh4_n,NA
Q1,1994-05-03,no3_n,19
Q1,1994-05-10,k,1.35
Q1,1994-05-10,mg,3.02
Q1,1994-05-10,ca,5.33
Q1,1994-05-10,nh4_n,NA
Q1,1994-05-10,no3_n,14
Q1,1994-05-17,k,1.1
Q1,1994-05-17,mg,2.88
Q1,1994-05-17,ca,5.49
Q1,1994-05-17,nh4_n,NA
Q1,1994-05-17,no3_n,25
Q1,1994-05-24,k,1.14
Q1,1994-05-24,mg,3.44
Q1,1994-05-24,ca,6.62
Q1,1994-05-24,nh4_n,NA
Q1,1994-05-24,no3_n,18
Q1,1994-05-31,k,1.23
Q1,1994-05-31,mg,4.48
Q1,1994-05-31,ca,7.7
Q1,1994-05-31,nh4_n,NA
Q1,1994-05-31,no3_n,16
Q1,1994-06-07,k,1.13
Q1,1994-06-07,mg,3.94
Q1,1994-06-07,ca,6.86
Q1,1994-06-07,nh4_n,NA
Q1,1994-06-07,no3_n,17
Q1,1994-06-14,k,1.22
Q1,1994-06-14,mg,4.53
Q1,1994-06-14,ca,7.75
Q1,1994-06-14,nh4_n,NA
Q1,1994-06-14,no3_n,20
Q1,1994-06-21,k,1.34
Q1,1994-06-21,mg,3.97
Q1,1994-06-21,ca,6.94
Q1,1994-06-21,nh4_n,NA
Q1,1994-06-21,no3_n,11
Q1,1994-06-28,k,1.15
Q1,1994-06-28,mg,3.49
Q1,1994-06-28,ca,6.22
Q1,1994-06-28,nh4_n,NA
Q1,1994-06-28,no3_n,NA
Q1,1994-06-30,k,1.14
Q1,1994-06-30,mg,2.33
Q1,1994-06-30,ca,4.35
Q1,1994-06-30,nh4_n,NA
Q1,1994-06-30,no3_n,152
Q1,1994-07-05,k,0.98
Q1,1994-07-05,mg,3.56
Q1,1994-07-05,ca,6.37
Q1,1994-07-05,nh4_n,NA
Q1,1994-07-05,no3_n,13
Q1,1994-07-12,k,1.28
Q1,1994-07-12,mg,4.6
Q1,1994-07-12,ca,7.98
Q1,1994-07-12,nh4_n,NA
Q1,1994-07-12,no3_n,102
Q1,1994-07-19,k,1.49
Q1,1994-07-19,mg,4.16
Q1,1994-07-19,ca,7.06
Q1,1994-07-19,nh4_n,NA
Q1,1994-07-19,no3_n,112
Q1,1994-07-26,k,1.05
Q1,1994-07-26,mg,3.41
Q1,1994-07-26,ca,6.23
Q1,1994-07-26,nh4_n,NA
Q1,1994-07-26,no3_n,NA
Q2,1988-01-12,k,0.77
Q2,1988-01-12,mg,2.54
Q2,1988-01-12,ca,5.27
Q2,1988-01-12,nh4_n,11
Q2,1988-01-12,no3_n,233
Q2,1988-01-19,k,0.74
Q2,1988-01-19,mg,2.61
Q2,1988-01-19,ca,5.28
Q2,1988-01-19,nh4_n,18
Q2,1988-01-19,no3_n,221
Q2,1988-01-26,k,0.71
Q2,1988-01-26,mg,2.74
Q2,1988-01-26,ca,5.52
Q2,1988-01-26,nh4_n,17
Q2,1988-01-26,no3_n,195
Q2,1988-01-29,k,0.87
Q2,1988-01-29,mg,1.86
Q2,1988-01-29,ca,4.05
Q2,1988-01-29,nh4_n,14
Q2,1988-01-29,no3_n,183
Q2,1988-01-29,k,1.12
Q2,1988-01-29,mg,1.59
Q2,1988-01-29,ca,3.66
Q2,1988-01-29,nh4_n,12
Q2,1988-01-29,no3_n,306
Q2,1988-01-29,k,0.99
Q2,1988-01-29,mg,1.58
Q2,1988-01-29,ca,3.75
Q2,1988-01-29,nh4_n,31
Q2,1988-01-29,no3_n,364
Q2,1988-01-29,k,1.1
Q2,1988-01-29,mg,1.5
Q2,1988-01-29,ca,3.45
Q2,1988-01-29,nh4_n,12
Q2,1988-01-29,no3_n,333
Q2,1988-01-29,k,1.03
Q2,1988-01-29,mg,1.74
Q2,1988-01-29,ca,3.96
Q2,1988-01-29,nh4_n,14
Q2,1988-01-29,no3_n,268
Q2,1988-01-29,k,0.84
Q2,1988-01-29,mg,1.94
Q2,1988-01-29,ca,4.07
Q2,1988-01-29,nh4_n,41
Q2,1988-01-29,no3_n,NA
Q2,1988-01-29,k,0.98
Q2,1988-01-29,mg,1.53
Q2,1988-01-29,ca,3.54
Q2,1988-01-29,nh4_n,23
Q2,1988-01-29,no3_n,331
Q2,1988-01-29,k,0.84
Q2,1988-01-29,mg,1.98
Q2,1988-01-29,ca,4.07
Q2,1988-01-29,nh4_n,7
Q2,1988-01-29,no3_n,NA
Q2,1988-02-02,k,0.9
Q2,1988-02-02,mg,1.64
Q2,1988-02-02,ca,3.6
Q2,1988-02-02,nh4_n,12
Q2,1988-02-02,no3_n,223
Q2,1988-02-02,k,0.81
Q2,1988-02-02,mg,1.77
Q2,1988-02-02,ca,4.02
Q2,1988-02-02,nh4_n,30
Q2,1988-02-02,no3_n,153
Q2,1988-02-03,k,0.91
Q2,1988-02-03,mg,2.48
Q2,1988-02-03,ca,5.42
Q2,1988-02-03,nh4_n,16
Q2,1988-02-03,no3_n,282
Q2,1988-02-04,k,NA
Q2,1988-02-04,mg,NA
Q2,1988-02-04,ca,NA
Q2,1988-02-04,nh4_n,NA
Q2,1988-02-04,no3_n,NA
Q2,1988-02-09,k,NA
Q2,1988-02-09,mg,NA
Q2,1988-02-09,ca,NA
Q2,1988-02-09,nh4_n,NA
Q2,1988-02-09,no3_n,NA
Q2,1988-02-10,k,NA
Q2,1988-02-10,mg,NA
Q2,1988-02-10,ca,NA
Q2,1988-02-10,nh4_n,NA
Q2,1988-02-10,no3_n,NA
Q2,1988-02-16,k,0.64
Q2,1988-02-16,mg,2.45
Q2,1988-02-16,ca,4.51
Q2,1988-02-16,nh4_n,19
Q2,1988-02-16,no3_n,31
Q2,1988-02-23,k,0.82
Q2,1988-02-23,mg,2.73
Q2,1988-02-23,ca,5.15
Q2,1988-02-23,nh4_n,19
Q2,1988-02-23,no3_n,231
Q2,1988-03-01,k,0.77
Q2,1988-03-01,mg,2.73
Q2,1988-03-01,ca,5.15
Q2,1988-03-01,nh4_n,19
Q2,1988-03-01,no3_n,218
Q2,1988-03-08,k,0.7
Q2,1988-03-08,mg,2.56
Q2,1988-03-08,ca,4.91
Q2,1988-03-08,nh4_n,27
Q2,1988-03-08,no3_n,209
Q2,1988-03-15,k,0.72
Q2,1988-03-15,mg,2.62
Q2,1988-03-15,ca,4.9
Q2,1988-03-15,nh4_n,27
Q2,1988-03-15,no3_n,191
Q2,1988-03-23,k,0.82
Q2,1988-03-23,mg,1.35
Q2,1988-03-23,ca,1.73
Q2,1988-03-23,nh4_n,9
Q2,1988-03-23,no3_n,139
Q2,1988-03-29,k,0.97
Q2,1988-03-29,mg,1.69
Q2,1988-03-29,ca,3.51
Q2,1988-03-29,nh4_n,12
Q2,1988-03-29,no3_n,287
Q2,1988-04-05,k,0.78
Q2,1988-04-05,mg,2.64
Q2,1988-04-05,ca,4.85
Q2,1988-04-05,nh4_n,NA
Q2,1988-04-05,no3_n,174
Q2,1988-04-12,k,0.69
Q2,1988-04-12,mg,2.71
Q2,1988-04-12,ca,4.77
Q2,1988-04-12,nh4_n,NA
Q2,1988-04-12,no3_n,173
Q2,1988-04-19,k,0.77
Q2,1988-04-19,mg,2.16
Q2,1988-04-19,ca,4.05
Q2,1988-04-19,nh4_n,23
Q2,1988-04-19,no3_n,212
Q2,1988-04-26,k,0.79
Q2,1988-04-26,mg,2.55
Q2,1988-04-26,ca,4.73
Q2,1988-04-26,nh4_n,34
Q2,1988-04-26,no3_n,182
Q2,1988-05-03,k,0.81
Q2,1988-05-03,mg,2.57
Q2,1988-05-03,ca,4.74
Q2,1988-05-03,nh4_n,58
Q2,1988-05-03,no3_n,164
Q2,1988-05-10,k,NA
Q2,1988-05-10,mg,NA
Q2,1988-05-10,ca,NA
Q2,1988-05-10,nh4_n,NA
Q2,1988-05-10,no3_n,NA
Q2,1988-05-10,k,NA
Q2,1988-05-10,mg,NA
Q2,1988-05-10,ca,NA
Q2,1988-05-10,nh4_n,NA
Q2,1988-05-10,no3_n,NA
Q2,1988-05-10,k,NA
Q2,1988-05-10,mg,NA
Q2,1988-05-10,ca,NA
Q2,1988-05-10,nh4_n,NA
Q2,1988-05-10,no3_n,NA
Q2,1988-05-10,k,1.27
Q2,1988-05-10,mg,0.9
Q2,1988-05-10,ca,2.48
Q2,1988-05-10,nh4_n,38
Q2,1988-05-10,no3_n,415
Q2,1988-05-10,k,0.77
Q2,1988-05-10,mg,2.66
Q2,1988-05-10,ca,4.35
Q2,1988-05-10,nh4_n,54
Q2,1988-05-10,no3_n,162
Q2,1988-05-17,k,0.75
Q2,1988-05-17,mg,1.13
Q2,1988-05-17,ca,1.36
Q2,1988-05-17,nh4_n,117
Q2,1988-05-17,no3_n,234
Q2,1988-05-24,k,0.67
Q2,1988-05-24,mg,2.37
Q2,1988-05-24,ca,4.26
Q2,1988-05-24,nh4_n,54
Q2,1988-05-24,no3_n,213
Q2,1988-05-31,k,0.83
Q2,1988-05-31,mg,2.19
Q2,1988-05-31,ca,3.58
Q2,1988-05-31,nh4_n,69
Q2,1988-05-31,no3_n,224
Q2,1988-06-07,k,0.72
Q2,1988-06-07,mg,2.63
Q2,1988-06-07,ca,4.36
Q2,1988-06-07,nh4_n,71
Q2,1988-06-07,no3_n,188
Q2,1988-06-14,k,0.69
Q2,1988-06-14,mg,2.59
Q2,1988-06-14,ca,4.12
Q2,1988-06-14,nh4_n,118
Q2,1988-06-14,no3_n,NA
Q2,1988-06-21,k,0.73
Q2,1988-06-21,mg,1.88
Q2,1988-06-21,ca,3.48
Q2,1988-06-21,nh4_n,NA
Q2,1988-06-21,no3_n,NA
Q2,1988-06-28,k,0.71
Q2,1988-06-28,mg,2.41
Q2,1988-06-28,ca,4.05
Q2,1988-06-28,nh4_n,NA
Q2,1988-06-28,no3_n,NA
Q2,1988-07-05,k,0.83
Q2,1988-07-05,mg,2.43
Q2,1988-07-05,ca,3.83
Q2,1988-07-05,nh4_n,NA
Q2,1988-07-05,no3_n,NA
Q2,1988-07-12,k,0.71
Q2,1988-07-12,mg,2.59
Q2,1988-07-12,ca,4.53
Q2,1988-07-12,nh4_n,NA
Q2,1988-07-12,no3_n,NA
Q2,1988-07-19,k,0.77
Q2,1988-07-19,mg,1.84
Q2,1988-07-19,ca,3.36
Q2,1988-07-19,nh4_n,NA
Q2,1988-07-19,no3_n,NA
Q2,1988-07-22,k,0.81
Q2,1988-07-22,mg,2.23
Q2,1988-07-22,ca,3.8
Q2,1988-07-22,nh4_n,NA
Q2,1988-07-22,no3_n,NA
Q2,1988-07-26,k,0.8
Q2,1988-07-26,mg,1.88
Q2,1988-07-26,ca,3.38
Q2,1988-07-26,nh4_n,NA
Q2,1988-07-26,no3_n,NA
Q2,1988-07-26,k,0.71
Q2,1988-07-26,mg,1.61
Q2,1988-07-26,ca,3.1
Q2,1988-07-26,nh4_n,NA
Q2,1988-07-26,no3_n,NA
Q2,1988-08-02,k,0.77
Q2,1988-08-02,mg,2.55
Q2,1988-08-02,ca,1.32
Q2,1988-08-02,nh4_n,NA
Q2,1988-08-02,no3_n,NA
Q2,1988-08-09,k,0.77
Q2,1988-08-09,mg,2.61
Q2,1988-08-09,ca,4.21
Q2,1988-08-09,nh4_n,17
Q2,1988-08-09,no3_n,NA
Q2,1988-08-16,k,0.86
Q2,1988-08-16,mg,2.88
Q2,1988-08-16,ca,3.9
Q2,1988-08-16,nh4_n,14
Q2,1988-08-16,no3_n,NA
Q2,1988-08-23,k,0.73
Q2,1988-08-23,mg,2.53
Q2,1988-08-23,ca,4.35
Q2,1988-08-23,nh4_n,NA
Q2,1988-08-23,no3_n,NA
Q2,1988-08-24,k,0.81
Q2,1988-08-24,mg,1.8
Q2,1988-08-24,ca,3.44
Q2,1988-08-24,nh4_n,11
Q2,1988-08-24,no3_n,70
Q2,1988-08-24,k,0.87
Q2,1988-08-24,mg,1.14
Q2,1988-08-24,ca,2.75
Q2,1988-08-24,nh4_n,NA
Q2,1988-08-24,no3_n,238
Q2,1988-08-24,k,0.95
Q2,1988-08-24,mg,1.15
Q2,1988-08-24,ca,2.47
Q2,1988-08-24,nh4_n,NA
Q2,1988-08-24,no3_n,172
Q2,1988-08-24,k,0.82
Q2,1988-08-24,mg,0.55
Q2,1988-08-24,ca,1.04
Q2,1988-08-24,nh4_n,NA
Q2,1988-08-24,no3_n,133
Q2,1988-08-24,k,NA
Q2,1988-08-24,mg,NA
Q2,1988-08-24,ca,NA
Q2,1988-08-24,nh4_n,NA
Q2,1988-08-24,no3_n,NA
Q2,1988-08-30,k,0.69
Q2,1988-08-30,mg,2.43
Q2,1988-08-30,ca,4.92
Q2,1988-08-30,nh4_n,NA
Q2,1988-08-30,no3_n,241
Q2,1988-09-06,k,0.7
Q2,1988-09-06,mg,2.64
Q2,1988-09-06,ca,5.12
Q2,1988-09-06,nh4_n,NA
Q2,1988-09-06,no3_n,216
Q2,1988-09-13,k,0.73
Q2,1988-09-13,mg,2.29
Q2,1988-09-13,ca,4.25
Q2,1988-09-13,nh4_n,NA
Q2,1988-09-13,no3_n,240
Q2,1988-09-20,k,0.75
Q2,1988-09-20,mg,2.54
Q2,1988-09-20,ca,4.73
Q2,1988-09-20,nh4_n,NA
Q2,1988-09-20,no3_n,227
Q2,1988-09-27,k,0.68
Q2,1988-09-27,mg,2.63
Q2,1988-09-27,ca,4.78
Q2,1988-09-27,nh4_n,17
Q2,1988-09-27,no3_n,246
Q2,1988-10-04,k,0.72
Q2,1988-10-04,mg,2.13
Q2,1988-10-04,ca,3.91
Q2,1988-10-04,nh4_n,NA
Q2,1988-10-04,no3_n,9
Q2,1988-10-11,k,0.78
Q2,1988-10-11,mg,NA
Q2,1988-10-11,ca,NA
Q2,1988-10-11,nh4_n,63
Q2,1988-10-11,no3_n,240
Q2,1988-10-18,k,NA
Q2,1988-10-18,mg,NA
Q2,1988-10-18,ca,NA
Q2,1988-10-18,nh4_n,61
Q2,1988-10-18,no3_n,235
Q2,1988-10-25,k,0.83
Q2,1988-10-25,mg,2.32
Q2,1988-10-25,ca,5.05
Q2,1988-10-25,nh4_n,NA
Q2,1988-10-25,no3_n,NA
Q2,1988-11-01,k,0.81
Q2,1988-11-01,mg,2.33
Q2,1988-11-01,ca,3.9
Q2,1988-11-01,nh4_n,NA
Q2,1988-11-01,no3_n,218
Q2,1988-11-07,k,0.86
Q2,1988-11-07,mg,2.35
Q2,1988-11-07,ca,5.23
Q2,1988-11-07,nh4_n,NA
Q2,1988-11-07,no3_n,225
Q2,1988-11-15,k,0.83
